1.550000	0.08723	0.08506
1.570000	0.08813	0.09745
1.590000	0.08729	0.11006
1.610000	0.08421	0.12121
1.630000	0.07952	0.13260
1.650000	0.07208	0.14477
1.670000	0.06405	0.15638
1.690000	0.05274	0.16731
1.710000	0.04114	0.17242
1.730000	0.02845	0.17640
1.750000	0.01083	0.17313
1.770000	-0.00354	0.17640
1.790000	-0.01781	0.17376
1.810000	-0.03101	0.16708
1.830000	-0.04452	0.16239
1.850000	-0.05627	0.15130
1.870000	-0.06517	0.13799
1.890000	-0.07310	0.12752
1.910000	-0.07788	0.11486
1.930000	-0.08163	0.09916
1.950000	-0.08275	0.08495
1.970000	-0.08249	0.07158
1.990000	-0.07904	0.05897
2.010000	-0.07393	0.04626
2.030000	-0.06793	0.03454
2.050000	-0.06063	0.02395
2.070000	-0.05125	0.01417
2.090000	-0.04179	0.00743
2.110000	-0.03153	0.00091
2.130000	-0.02049	-0.00462
2.150000	-0.00938	-0.00787
2.170000	0.00259	-0.00979
2.190000	0.01440	-0.01051
2.210000	0.02597	-0.00915
2.230000	0.03726	-0.00612
2.250000	0.05012	-0.00221
2.270000	0.06007	0.00364
2.290000	0.07029	0.01076
2.310000	0.07876	0.01963
2.330000	0.08649	0.02998
2.350000	0.09222	0.04106
2.370000	0.09691	0.05323
2.390000	0.09942	0.06655
2.410000	0.09988	0.08148
2.430000	0.09767	0.09500
2.450000	0.09338	0.10966
2.470000	0.08625	0.12431
2.490000	0.07548	0.13625
2.510000	0.06289	0.14543
2.530000	0.04800	0.15470
2.550000	0.03254	0.15983
2.570000	0.01505	0.16486
2.590000	-0.00351	0.16295
2.610000	-0.02220	0.15899
2.630000	-0.03875	0.15124
2.650000	-0.05360	0.14074
2.670000	-0.06600	0.12684
2.690000	-0.07552	0.11221
2.710000	-0.08319	0.09445
2.730000	-0.08796	0.07738
2.750000	-0.08961	0.06108
2.770000	-0.08821	0.04401
2.790000	-0.08479	0.02732
2.810000	-0.07858	0.01262
2.830000	-0.07060	-0.00219
2.850000	-0.06105	-0.01379
2.870000	-0.04972	-0.02423
2.890000	-0.03855	-0.03427
2.910000	-0.02520	-0.04075
2.930000	-0.01111	-0.04733
2.950000	0.00340	-0.05116
2.970000	0.01845	-0.05109
2.990000	0.03299	-0.05029
3.010000	0.04728	-0.04711
3.030000	0.06174	-0.04193
3.050000	0.07487	-0.03628
3.070000	0.08680	-0.02683
3.090000	0.09782	-0.01429
3.110000	0.10614	0.00005
3.130000	0.11343	0.01377
3.150000	0.11758	0.03066
3.170000	0.11870	0.04904
3.190000	0.11648	0.06708
3.210000	0.10992	0.08619
3.230000	0.09924	0.10241
3.250000	0.08433	0.11814
3.270000	0.06578	0.13256
3.290000	0.04390	0.14066
3.310000	0.02024	0.14135
3.330000	-0.00412	0.14131
3.350000	-0.02835	0.13223
3.370000	-0.04896	0.12007
3.390000	-0.06676	0.10493
3.410000	-0.08106	0.08469
3.430000	-0.09078	0.06177
3.450000	-0.09521	0.03922
3.470000	-0.09740	0.01700
3.490000	-0.09423	-0.00482
3.510000	-0.08762	-0.02788
3.530000	-0.07865	-0.04473
3.550000	-0.06565	-0.06346
3.570000	-0.05206	-0.07918
3.590000	-0.03497	-0.08924
3.610000	-0.01562	-0.09874
3.630000	0.00342	-0.10578
3.650000	0.02060	-0.10772
3.670000	0.04236	-0.10903
3.690000	0.06117	-0.10342
3.710000	0.08158	-0.09645
3.730000	0.10028	-0.08621
3.750000	0.11510	-0.07163
3.770000	0.12788	-0.05497
3.790000	0.13923	-0.03335
3.810000	0.14178	-0.00903
3.830000	0.14064	0.01963
3.850000	0.13311	0.04531
3.870000	0.11377	0.07083
3.890000	0.08894	0.08938
3.910000	0.05729	0.10242
3.930000	0.01990	0.10333
3.950000	-0.01876	0.09303
3.970000	-0.04948	0.07344
3.990000	-0.07600	0.04060
4.010000	-0.08961	0.00609
4.030000	-0.09454	-0.03518
4.050000	-0.08517	-0.06823
4.070000	-0.07524	-0.09861
4.090000	-0.05006	-0.13432

