20002.03	3.420672	0.000000
17223.58	3.420819	0.000000
15122.89	3.420965	0.000000
13478.92	3.421111	0.000000
12157.33	3.421257	0.000000
11071.75	3.421549	0.000000
10164.16	3.421695	0.000000
9394.09	3.421988	0.000000
8732.49	3.422134	0.000000
8157.94	3.422426	0.000000
7654.34	3.422718	0.000000
7209.29	3.423010	0.000000
6813.15	3.423302	0.000000
6458.28	3.423741	0.000000
6138.55	3.424033	0.000000
5848.98	3.424471	0.000000
5585.50	3.424763	0.000000
5344.74	3.425201	0.000000
5123.87	3.425639	0.000000
4920.54	3.426076	0.000000
4732.72	3.426514	0.000000
4558.72	3.426952	0.000000
4397.06	3.427390	0.000000
4246.47	3.427973	0.000000
4105.85	3.428411	0.000000
3974.25	3.428994	0.000000
3850.82	3.429577	0.000000
3734.83	3.430160	0.000000
3625.62	3.430743	0.000000
3522.62	3.431326	0.000000
3425.30	3.431909	0.000000
3333.22	3.432492	0.000000
3245.96	3.433220	0.000000
3163.16	3.433803	0.000000
3084.47	3.434530	0.000000
3009.60	3.435258	0.000000
2938.28	3.435986	0.000000
2870.26	3.436713	0.000000
2805.33	3.437441	0.000000
2743.26	3.438168	0.000000
2683.88	3.438895	0.000000
2627.02	3.439767	0.000000
2572.51	3.440494	0.000000
2520.23	3.441366	0.000000
2470.02	3.442238	0.000000
2421.78	3.443109	0.000000
2375.38	3.443980	0.000000
2330.73	3.444851	0.000000
2287.73	3.445722	0.000000
2246.28	3.446738	0.000000
2206.31	3.447608	0.000000
2167.74	3.448623	0.000000
2130.49	3.449638	0.000000
2094.50	3.450507	0.000000
2059.71	3.451521	0.000000
2026.06	3.452680	0.000000
1993.48	3.453694	0.000000
1961.94	3.454707	0.000000
1931.38	3.455720	0.000000
1901.76	3.456877	0.000000
1873.03	3.458034	0.000000
1845.16	3.459046	0.000000
1818.10	3.460202	0.000000
1791.83	3.461358	0.000000
1766.30	3.462658	0.000000
1741.49	3.463813	0.000000
1717.37	3.464967	0.000000
1693.91	3.466266	0.000000
1671.08	3.467420	0.000000
1648.86	3.468717	0.000000
1627.22	3.470015	0.000000
1606.14	3.471311	0.000000
1585.60	3.472607	0.000000
1565.58	3.473903	0.000000
1546.06	3.475198	0.000000
1527.02	3.476636	0.000000
1508.44	3.477930	0.000000
1490.31	3.479368	0.000000
1472.61	3.480804	0.000000
1455.33	3.482241	0.000000
1438.45	3.483676	0.000000
1421.95	3.485111	0.000000
1405.83	3.486546	0.000000
1390.07	3.482959	0.000000
1374.66	3.486115	0.000000
1359.58	3.489126	0.000000
1344.84	3.492134	0.000000
1330.41	3.495139	0.000000
1316.28	3.498142	0.000000
1302.46	3.501143	0.000000
1288.92	3.504140	0.000000
1275.66	3.507278	0.000000
1262.67	3.510271	0.000000
1249.94	3.513261	0.000000
1237.46	3.516390	0.000000
1225.24	3.519375	0.000000
1213.25	3.522357	0.000000
1201.49	3.525479	0.000000
1189.96	3.528456	0.000000
1178.65	3.531572	0.000000
1167.55	3.534544	0.000000
1156.66	3.537655	0.000000
1145.97	3.540622	0.000000
1135.47	3.543727	0.000000
1125.17	3.546689	0.000000
1115.05	3.549789	0.000000
1105.11	3.552745	0.000000
1095.35	3.555840	0.000000
1085.76	3.558933	0.000000
1076.33	3.561882	0.000000
1067.07	3.564968	0.000000
1057.97	3.568053	0.000000
1049.02	3.571134	0.000000
1040.21	3.574073	0.000000
1031.56	3.577150	0.000000
1023.05	3.580223	0.000000
1014.68	3.583295	0.000000
1006.44	3.586363	0.000000
998.34	3.589429	0.000000
990.36	3.592492	0.000000
982.52	3.595414	0.000000
974.79	3.598472	0.000000
967.19	3.601527	0.000277
959.70	3.604581	0.001387
952.33	3.607770	0.002356
945.07	3.610818	0.002908
937.92	3.613864	0.003458
930.88	3.616907	0.004009
923.95	3.619948	0.004558
917.11	3.622986	0.005106
910.38	3.626021	0.005654
903.74	3.629192	0.006199
897.20	3.632223	0.006745
890.76	3.635252	0.007290
884.40	3.638277	0.007696
878.14	3.641436	0.007414
871.97	3.644455	0.007133
865.88	3.647471	0.006854
859.87	3.650622	0.006574
853.95	3.653634	0.006295
848.11	3.656780	0.006016
842.35	3.659786	0.005738
836.66	3.662926	0.005460
831.06	3.665928	0.005183
825.52	3.669063	0.005042
820.06	3.672061	0.005583
814.67	3.681716	0.005975
809.36	3.685246	0.005969
804.11	3.688907	0.006099
798.93	3.693378	0.006633
793.81	3.697844	0.007031
788.76	3.701763	0.007023
783.78	3.705948	0.007150
778.85	3.710398	0.007546
773.99	3.714709	0.007941
769.19	3.718207	0.007934
764.45	3.721702	0.008060
759.76	3.725194	0.008590
755.14	3.728818	0.008984
750.56	3.732838	0.008974
746.05	3.736855	0.009098
741.59	3.741403	0.009622
737.18	3.745677	0.010012
732.82	3.749146	0.010002
728.52	3.752879	0.010126
724.26	3.757408	0.010645
720.05	3.761665	0.011032
715.90	3.765252	0.011022
711.79	3.768969	0.011143
707.72	3.774008	0.011658
703.71	3.778908	0.012040
699.74	3.783406	0.012554
695.81	3.787897	0.012936
691.93	3.792383	0.013052
688.09	3.796863	0.013037
684.29	3.801338	0.013022
680.53	3.805939	0.013137
676.82	3.810930	0.013645
673.14	3.816045	0.014150
669.51	3.821546	0.014653
665.91	3.827039	0.015155
662.36	3.832655	0.015655
658.84	3.838001	0.016023
655.36	3.842949	0.016003
651.91	3.848150	0.016111
648.50	3.853606	0.016607
645.13	3.859183	0.017102
641.79	3.865140	0.017593
638.48	3.871218	0.018082
635.21	3.877157	0.018570
631.97	3.883088	0.019314
